EMPLOYEE#,SURNAME,GENDER,FIRST_NAME,Person Clevel,Position Clevel,Clevel3 Description,Clevel4 Description2,Clevel6 Description3,TITLE,CATEGORY,CLASSIFICATION,STEP#,JOB#,COMMENCE_DATE,OCCUP_TERM_DATE,Person FTE,Position FTE,EMP_STATUS,POSITION#
00691962,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual Academic,AC,CA,01,01,30/Jun/2018 ,21/Dec/2018 ,0,0,CA,0000013391
00692289,,M,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual Academic,AC,CA,01,01,29/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013391
00691534,,F,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Casual General - HEO4,GE,CAS4,01,02,25/May/2018 ,08/Mar/2019 ,0,0,CA,0000008744
00159155,,M,,1B13AB020,1B13AB020,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Animal Science,Professor in Animal Science,AC,ARE,01,11,01/Jan/2018 ,29/May/2022 ,1,1,TE,0000010602
00691334,,M,,1B13AC040,1B13AC040,Faculty of SABL,School of Science & Technology,School of S&T - Mathematics,Lecturer,AC,ATB,01,01,22/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000008244
00690323,,F,,1K03AC060,1K03AC060,University Library,Scholarly Resources,Library Content and Discovery,Library Content & Discovery Manager,GE,HEO8A,03,01,28/Aug/2017 ,31/Dec/2049 ,1,1,PE,845
00678494,,M,,1G00AA000,1G00AA000,Financial Performance & Analytical Services,Financial Performance & Analytical Services Office,Financial Performance & Analytical Services Office,Chief Financial Officer,EXEC,369,,02,09/Jun/2018 ,03/Apr/2022 ,1,1,TE,0000012578
00686984,,F,,1M06AA000,1M06AA000,UNE Sydney,UNE Sydney,UNE Sydney,Casual Student Rate 2,GE,HEOS2,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013065
00681292,,M,,1B13AB020,1B13AB020,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Animal Science,Post Doctoral Research Fellow,AC,ARA,02,04,24/Apr/2018 ,31/Dec/2018 ,1,1,TE,0000013807
00677274,,M,,1B12AC150,1B12AC150,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - History,Postdoctoral Research Fellow,AC,ARA,02,03,13/Feb/2018 ,12/Feb/2020 ,1,1,TE,0000013729
00023997,,F,,1B12AA000,1B12AA000,Faculty of HASS & Education,Office of Faculty of HASS & Education,Office of Faculty of HASS & Education,Academic Administration Officer,GE,HEO5A,05,06,25/Jun/2018 ,31/Dec/2049 ,1,1,PE,0000014178
00024001,,F,,1N05AF000,1N05AF000,UNE Residential System,Robb College,Robb College,Office Manager,GE,HEO5A,05,32,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000008699
00178927,,F,,1N01AC000,1N01AC000,Information Technology Services,IT - Client Services,IT - Client Services,Client Services Officer (VLE),GE,HEO5A,05,05,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000010241
00660204,,M,,1N01AD000,1N01AD000,Information Technology Services,IT - Infrastructure Services,IT - Infrastructure Services,Senior IT Systems Officer,GE,HEO7A,04,06,19/Aug/2017 ,31/Dec/2049 ,1,1,PE,0000011409
00679179,,M,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Casual Student Rate 2,GE,HEOS2,01,07,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008744
00682815,,M,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,SRM Administrator,GE,HEO6A,03,05,04/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000011900
00687134,,F,,1N05AA000,1N05AA000,UNE Residential System,UNE Residential System,UNE Residential System,Administrative Assistant,GE,HEO4A,01,02,02/Apr/2018 ,31/Dec/2049 ,0.71429,0.7143,PE,0000014081
00690017,,M,,1B12AB020,1B12AB020,Faculty of HASS & Education,School of Education,School of Education - Humanities Education,"Lecturer in English, Literacies & Language Education",AC,ATB,04,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000007287
00687041,,M,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Senior Business Analyst,GE,HEO7A,01,03,26/Mar/2018 ,07/Aug/2018 ,1,1,TE,0000010873
00186379,,M,,1N03AE000,1N03AE000,Facilities Management Services,FMS - Space Planning and Systems,FMS - Space Planning and Systems,Strategic Development Project Manager,GE,HEO8A,02,02,11/Sep/2017 ,31/Dec/2049 ,1,1,PE,0000008305
00687443,,M,,1M01AA000,1M01AA000,Marketing and Public Affairs,Marketing and Public Affairs,Marketing and Public Affairs,Manager - Market Analysis and Research,GE,HEO9A,03,01,22/May/2018 ,31/Dec/2049 ,1,1,PE,0000013538
00691163,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual Student Rate 1,GE,HEOS1,01,01,30/Jun/2018 ,21/Dec/2018 ,0,0,CA,0000013696
00658153,,F,,1G01AC000,1G01AC000,Financial Services,Accounts Receivable,Accounts Receivable,Student Accounts Officer,GE,HEO5A,05,04,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000012590
00611811,,F,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Associate Professor in Law,AC,ATD,01,46,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000010688
00655604,,F,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Lecturer in Law,AC,ATB,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009283
00677160,,M,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Business Analyst (Student Systems),GE,HEO6A,05,01,01/Jul/2018 ,31/Dec/2049 ,1,1,PE,0000012195
00684956,,F,,1B14AD050,1B14AD050,Faculty of Medicine & Health,School of Health,School of Health - Social Work,Clinical Nurse Educator - Social Work,AC,CNE,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013969
00689267,,F,,1B00AA000,1B00AA000,Deputy Vice-Chancellor's Office,Office of Provost and Deputy Vice-Chancellor,Deputy Vice-Chancellor's Office,Vice-Chancellor's Australian Indigenous Research Fellowship,AC,ATB,05,01,30/Jan/2018 ,29/Jan/2020 ,1,1,TE,0000012794
00689647,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual Academic,AC,CA,01,01,30/Jun/2018 ,21/Dec/2018 ,0,0,CA,0000013391
00658274,,M,,1B13AC010,1B13AC010,Faculty of SABL,School of Science & Technology,School of S&T - Chemistry,Casual Academic,AC,CA,01,22,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013327
00684958,,F,,1B12AC210,1B12AC210,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Sociology and Criminology,Lecturer in Sociology,AC,ATB,06,04,30/Jun/2018 ,20/Jul/2020 ,1,1,TE,0000013015
00662548,,F,,1L01AA000,1L01AA000,Research Services,Research Services,Research Services,Deputy Director - Graduate Studies,EXEC,369,,03,31/May/2018 ,15/Sep/2020 ,1,1,TE,0000012878
00677983,,F,,1L01AA000,1L01AA000,Research Services,Research Services,Research Services,HDR Support Assistant,GE,HEO4A,04,02,03/Apr/2018 ,31/Dec/2049 ,1,1,PE,0000007633
00691576,,F,,1B11AA000,1B11AA000,Academic Quality and Analytics,Academic Quality and Analytics,Academic Quality and Analytics,Project Officer,GE,HEO6A,01,03,07/May/2018 ,31/Dec/2018 ,1,1,TE,0000014120
00137973,,F,,1B14AA000,1B14AA000,Faculty of Medicine & Health,Office of Faculty of Medicine and Health,Office of Faculty of Medicine and Health,Year Manager,GE,HEO6A,01,12,23/Apr/2018 ,28/Feb/2019 ,1,1,TE,0000012002
00691084,,M,,1B13AC060,1B13AC060,Faculty of SABL,School of Science & Technology,School of S&T - Biomedical Science,Professor in Biomedical Science,AC,ATE,01,02,12/Feb/2018 ,11/Jan/2020 ,0.8,0.8,TE,0000008174
00677112,,F,,1F01AA000,1F01AA000,University Secretariat,UNE Secretariat,UNE Secretariat,Senior Secretariat Officer,GE,HEO6A,02,02,30/Nov/2017 ,31/Dec/2049 ,1,1,PE,0000011069
00690179,,F,,1N04AB000,1N04AB000,UNE Life,Yarm Gwanga,Yarm Gwanga,Casual General HEO1,GE,CAS1,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008457
00672258,,M,,1B13AE010,1B13AE010,Faculty of SABL,UNE Business School,UNE Business School - Accounting & Finance,Senior Lecturer in Financial Accounting,AC,ATC,03,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,2589
00670050,,M,,1B12AB020,1B12AB020,Faculty of HASS & Education,School of Education,School of Education - Humanities Education,Lect in English/Literacies Ed.,AC,ATB,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000006906
00610459,,F,,1L01AA000,1L01AA000,Research Services,Research Services,Research Services,Casual Academic,AC,CA,01,14,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012035
00681383,,F,,1F02AA000,1F02AA000,Legal Office,Legal Office,Legal Office,Paralegal Officer,GE,HEO6A,05,01,28/Oct/2017 ,31/Dec/2049 ,1,1,PE,0000013725
00668524,,M,,1B14AB010,1B14AB010,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine - Medicine,Senior Lecturer in Rural Medicine,AC,ATC,01,02,01/Jan/2018 ,31/Dec/2049 ,0.2,0.2,PE,0000011080
00681832,,F,,1B13AA000,1B13AA000,Faculty of SABL,"Office of Faculty of Science, Ag, Business and Law","Office of Faculty of Science, Ag, Business and Law",Faculty Office Manager,GE,HEO8A,02,01,12/Jun/2018 ,31/Dec/2049 ,1,1,PE,0000010553
00686599,,M,,1N02AH000,1N02AH000,Human Resource Services,HRS - Employee Relations,HRS - Employee Relations,Emergency Management & Safety Coordinator,GE,HEO8A,01,04,20/Mar/2018 ,31/Dec/2049 ,1,1,PE,0000013693
00682434,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Clinical Nurse Educator - Nursing,AC,CNE,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008547
00655816,,F,,1B12AA000,1B12AA000,Faculty of HASS & Education,Office of Faculty of HASS & Education,Office of Faculty of HASS & Education,Administrative Officer,GE,HEO5A,05,04,25/Jun/2018 ,31/Dec/2049 ,1,1,PE,0000011374
00691443,,M,,1M02AA000,1M02AA000,UNE International,UNE International,UNE International,Casual Student Rate 1,GE,HEOS1,01,01,30/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000008795
00008516,,F,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Business Analyst (Student Systems),GE,HEO6A,05,03,01/Jan/2018 ,31/Dec/2049 ,0.9,1,PE,0000011898
00689778,,F,,1B13AB040,1B13AB040,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Botany,Junior Research Fellow in Crop Pollination Ecology,AC,ARA,04,01,15/May/2018 ,12/May/2019 ,1,1,TE,0000013667
00665084,,M,,1B12AB030,1B12AB030,Faculty of HASS & Education,School of Education,School of Education - Learning & Teaching,Associate Professor in School Pedagogy,AC,ATD,03,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,1647
00682244,,F,,1B13AB000,1B13AB000,Faculty of SABL,School of Environmental & Rural Science,School of Environmental & Rural Science Office,Casual General HEO4,GE,CAS4,01,05,30/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000008615
00655616,,M,,1B13AA000,1B13AA000,Faculty of SABL,"Office of Faculty of Science, Ag, Business and Law","Office of Faculty of Science, Ag, Business and Law",Faculty Academic Manager,GE,HEO8A,04,01,12/Mar/2018 ,31/Dec/2049 ,1,1,PE,0000014041
00682259,,M,,1B13AB010,1B13AB010,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Agronomy & Soil Science,Senior Lecturer in Soil Systems Biology,AC,ATC,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000012941
00691299,,F,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012376
00683748,,M,,1B12AC140,1B12AC140,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Classics & Ancient History,Lecturer in Classics & Ancient History,AC,ATB,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000013082
00020464,,M,,1B13AB080,1B13AB080,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Zoology,Research Fellow,AC,ATC,01,06,02/Apr/2018 ,31/Dec/2018 ,0.5,0.5,TE,0000012691
00067811,,F,,1B13AE010,1B13AE010,Faculty of SABL,UNE Business School,UNE Business School - Accounting & Finance,Associate Professor,AC,ATD,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009331
00613242,,M,,1N01AD000,1N01AD000,Information Technology Services,IT - Infrastructure Services,IT - Infrastructure Services,Senior IT Systems Officer,GE,HEO7A,05,10,05/May/2018 ,31/Dec/2049 ,1,1,PE,0000011733
00023484,,M,,1B13AB010,1B13AB010,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Agronomy & Soil Science,Associate Professor,AC,ATD,02,04,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009220
00681934,,M,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Student Engagement Analyst,GE,HEO7A,05,02,08/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000013955
00692266,,F,,1B12AC070,1B12AC070,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - French,Casual Academic,AC,CA,01,01,29/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013287
00655479,,M,,1B13AB060,1B13AB060,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Ecosystem Management,Professor,AC,ATE,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000008231
00690226,,M,,1N01AE000,1N01AE000,Information Technology Services,IT - Strategy and Security,IT - Strategy and Security,"Associate Director (Enterprise Architecture, Security and Governance)",EXEC,369,,01,05/Jan/2018 ,23/Jul/2022 ,1,1,TE,0000013644
00690711,,F,,1B02AF030,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual Student Rate 2,GE,HEOS2,01,01,20/Sep/2017 ,31/Dec/2018 ,0,0,CA,0000013696
00659484,,M,,1B13AC030,1B13AC030,Faculty of SABL,School of Science & Technology,School of S&T - Computer Science,Professor,AC,ATE,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009711
00665348,,F,,1K01AB010,1K01AB010,Teaching and Learning,Learning Support,English Language Centre,Casual General HEO3,GE,CAS3,01,03,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013088
00687319,,F,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Lecturer in Psychology,AC,ATB,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,1800
00688379,,F,,1M02AA000,1M02AA000,UNE International,UNE International,UNE International,Casual Student Rate 1,GE,HEOS1,01,04,30/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000008795
00670289,,M,,1B12AC160,1B12AC160,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences","HASS - Politicial, I'National & Indigenous Studies",Postdoctoral Research Fellow,AC,ARA,03,05,08/Jan/2018 ,07/Jan/2021 ,1,1,TE,0000013903
00689175,,F,,1K03AD050,1K03AD050,University Library,Client Services,Learning and Teaching Services,Learning & Teaching Services Librarian,GE,HEO6A,02,01,19/Dec/2017 ,31/Dec/2049 ,1,1,PE,0000013623
00613453,,M,,1B13AC020,1B13AC020,Faculty of SABL,School of Science & Technology,School of S&T - Physics & Electronics,Professor,AC,ATE,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000007948
00683559,,F,,1K03AD040,1K03AD040,University Library,Client Services,Library Research,Researcher Services Librarian,GE,HEO6A,04,01,15/Sep/2017 ,31/Dec/2049 ,1,1,PE,0000013615
00662764,,M,,1M06AB020,1M06AB020,UNE Sydney,Regional Study Centres,UNE Manning Valley Centre,Casual General HEO3,GE,CAS3,01,08,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013804
00683335,,M,,1B13AB000,1B13AB000,Faculty of SABL,School of Environmental & Rural Science,School of Environmental & Rural Science Office,Technical Officer,GE,HEO5A,04,02,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000010546
00611319,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Clinical Nurse Educator - Nursing,AC,CNE,01,05,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008547
00670427,,F,,1B14AC000,1B14AC000,Faculty of Medicine & Health,School of Psychology & Behavioural Science,School of Psychology & Behavioural Science,Casual General HEO4,GE,CAS4,01,06,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008419
00674727,,M,,1B13AB000,1B13AB000,Faculty of SABL,School of Environmental & Rural Science,School of Environmental & Rural Science Office,Educational Support Officer,GE,HEO6A,,03,27/Apr/2018 ,31/Dec/2049 ,1,1,PE,0000013455
00688062,,M,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Customer Service Officer (Admissions),GE,HEO5A,02,03,29/Jun/2018 ,31/Aug/2018 ,1,1,TE,0000013997
00657135,,F,,1M02AA000,1M02AA000,UNE International,UNE International,UNE International,Admissions Officer,GE,HEO5A,05,04,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000010366
00024899,,F,,1B13AD000,1B13AD000,Faculty of SABL,School of Law,School of Law Office,Administrative Officer,GE,HEO5A,05,01,20/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009170
00689207,,M,,1K03AA000,1K03AA000,University Library,University Library,University Library,Casual Student Rate 2,GE,HEOS2,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008839
00676786,,F,,1F03AA000,1F03AA000,Records Management Office,Records Management Office,Records Management Office,RecordsOfficer-Corporate,GE,HEO5A,05,03,26/Feb/2018 ,31/Dec/2049 ,1,1,PE,4100
00687064,,F,,1B12AC190,1B12AC190,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Geography & Planning,Lecturer in Human Geography,AC,ATB,03,01,25/Jan/2018 ,31/Dec/2049 ,0.75013,1,PE,0000006228
00022959,,F,,1K01AB010,1K01AB010,Teaching and Learning,Learning Support,English Language Centre,Casual General HEO3,GE,CAS3,01,04,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013088
00682354,,M,,1B13AB020,1B13AB020,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Animal Science,Senior Research Fellow,AC,ARC,06,01,01/Jan/2018 ,01/Feb/2020 ,1,1,TE,0000013780
00685266,,M,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012376
00128340,,M,,1B13AC060,1B13AC060,Faculty of SABL,School of Science & Technology,School of S&T - Biomedical Science,Technical Officer,GE,HEO5A,05,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000008176
00687297,,F,,1N04AB000,1N04AB000,UNE Life,Yarm Gwanga,Yarm Gwanga,Casual General HEO1,GE,CAS1,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008457
00610969,,F,,1B12AC140,1B12AC140,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Classics & Ancient History,The Charles Tesoriero Lectureship,AC,ATB,01,08,29/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000011702
00691147,,F,,1K01AA000,1K01AA000,Teaching and Learning,Teaching and Learning,Teaching and Learning,Curriculum Development Lead,EXECA,369,,02,11/Jan/2018 ,10/Jan/2019 ,1,1,TE,0000014028
00691745,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Clinical Nurse Educator - Nursing,AC,CNE,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008547
00020896,,M,,1N03AB000,1N03AB000,Facilities Management Services,FMS - Campus Services,FMS - Campus Services,Senior Mechanical Technician,GE,HEO5A,05,01,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000008968
00679775,,F,,1K01AF000,1K01AF000,Teaching and Learning,Academic Skills Office,Academic Skills Office,Casual Academic,AC,CA,01,03,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008737
00690999,,M,,1B13AC030,1B13AC030,Faculty of SABL,School of Science & Technology,School of S&T - Computer Science,Casual General HEO4,GE,CAS4,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013700
00684607,,M,,1B13AC030,1B13AC030,Faculty of SABL,School of Science & Technology,School of S&T - Computer Science,Casual General HEO4,GE,CAS4,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013700
00688029,,F,,1N04AB000,1N04AB000,UNE Life,Yarm Gwanga,Yarm Gwanga,Casual General HEO1,GE,CAS1,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008457
00674578,,M,,1B13AB080,1B13AB080,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Zoology,Casual Academic,AC,CA,01,06,19/Jun/2018 ,21/Dec/2018 ,0,0,CA,0000013316
00023921,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Senior Lecturer in Nursing,AC,ATC,01,01,05/Feb/2018 ,31/Dec/2049 ,1,1,PE,0000009259
00687912,,F,,1B12AC050,1B12AC050,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Theatre Studies,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013285
00004172,,M,,1B13AB000,1B13AB000,Faculty of SABL,School of Environmental & Rural Science,School of Environmental & Rural Science Office,School Manager,GE,HEO8A,05,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000011385
00681404,,M,,1B13AC010,1B13AC010,Faculty of SABL,School of Science & Technology,School of S&T - Chemistry,Casual Academic,AC,CA,01,02,06/Feb/2018 ,08/Mar/2019 ,0,0,CA,0000013327
00686131,,M,,1B13AB080,1B13AB080,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Zoology,Postdoctoral Research Fellow,AC,ARA,01,01,01/Jan/2018 ,16/Apr/2019 ,1,1,TE,0000013125
00613017,,F,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Information Management Officer,GE,HEO5A,02,03,13/Mar/2018 ,10/Aug/2018 ,1,1,TE,0000010023
00656766,,F,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Lecturer in Law,AC,ATB,01,04,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000012563
